user_question,label_1
Сколько пользователей можно назначить на роль Модератора комментариев?,УПРАВЛЕНИЕ АККАУНТОМ
Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с правами просмотра?,УПРАВЛЕНИЕ АККАУНТОМ
Скольким пользователям можно предоставить права доступа на роль Пользователя с правами просмотра?,УПРАВЛЕНИЕ АККАУНТОМ
Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?,УПРАВЛЕНИЕ АККАУНТОМ
Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра?,УПРАВЛЕНИЕ АККАУНТОМ
Каким ролям в студии доступен функционал работы с комментариями?,УПРАВЛЕНИЕ АККАУНТОМ
"Как зрителям будут видны действия пользователей, которых назначили на роли?",УПРАВЛЕНИЕ АККАУНТОМ
Что такое Shorts на RUTUBE?,ВИДЕО
Какие требования к Shorts?,ВИДЕО
Какая минимальная продолжительность роликов Shorts?,ВИДЕО
Как загрузить видео в формате Shorts?,ВИДЕО
Где расположен раздел Shorts?,ВИДЕО
Как видео попадают в раздел Shorts на главной?,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА
"Нужно ли ставить хештег #Shorts в описании видео, чтобы оно попало в раздел Shorts на главной?",ВИДЕО
Как увеличить шансы на попадание моего видео в раздел Shorts на главной странице?,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА
"Есть ли ограничения на количество видео, размещаемых в разделе Shorts на главной?",ВИДЕО
Как часто обновляется подборка роликов Shorts на главной?,ВИДЕО
Где найти свои ролики Shorts?,ВИДЕО
Монетизируются ли ролики Shorts?,МОНЕТИЗАЦИЯ
Можно ли включить ролик Shorts в горизонтальном плеере?,ВИДЕО
Что такое Smart TV?,ОТСУТСТВУЕТ
Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE?,ДОСТУП К RUTUBE
Для каких телевизоров и ТВ-приставок доступно приложение RUTUBE Детям?,ПРЕДЛОЖЕНИЯ
Где можно скачать приложение RUTUBE для Smart TV?,ДОСТУП К RUTUBE
"Как установить приложение RUTUBE вручную, если его нет в магазине приложений?",ДОСТУП К RUTUBE
"Как установить RUTUBE на телевизоры LG, Samsung, Hisense, если приложения RUTUBE нет во встроенном магазине?",ДОСТУП К RUTUBE
"Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?",ДОСТУП К RUTUBE
В каких странах доступно приложение RUTUBE для Smart TV?,ДОСТУП К RUTUBE
Где найти историю просмотра?,УПРАВЛЕНИЕ АККАУНТОМ
Как очистить историю просмотра?,УПРАВЛЕНИЕ АККАУНТОМ
Как очистить историю поиска?,ПОИСК
"Не вижу раздел «Моё», что делать?",ДОСТУП К RUTUBE
Будет ли приложение работать без обновлений на старых моделях Smart TV?,ДОСТУП К RUTUBE
Как отключить автовоспроизведение?,ПРЕДЛОЖЕНИЯ
Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
"Как войти в профиль, если при сканировании QR-кода не открывается страница входа?",УПРАВЛЕНИЕ АККАУНТОМ
"Что делать, если видео недоступно только на ТВ. Ошибка «Этот контент доступен только на сайте rutube.ru»?",ВИДЕО
"В приложении RUTUBE для ТВ недоступны каналы СТС, Рен ТВ, Че, Домашний, что делать?",ТРАНСЛЯЦИЯ
Как выбрать качество 4К в приложении RUTUBE на ТВ?,ПРЕДЛОЖЕНИЯ
Какие горячие клавиши есть на RUTUBE?,ВИДЕО
Что такое трансляции (стримы) на RUTUBE?,ТРАНСЛЯЦИЯ
В каких приложениях доступны прямые трансляции?,ТРАНСЛЯЦИЯ
Кому доступно проведение трансляций (стримов) на RUTUBE?,ТРАНСЛЯЦИЯ
Можно ли запускать несколько трансляций одновременно?,ТРАНСЛЯЦИЯ
"Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?",ТРАНСЛЯЦИЯ
Есть ли реклама на трансляциях?,ТРАНСЛЯЦИЯ
Могут ли трансляции монетизироваться?,МОНЕТИЗАЦИЯ
Что я могу и что не могу делать во время трансляции (стрима)?,МОДЕРАЦИЯ
Что такое приватная трансляция на RUTUBE?,ТРАНСЛЯЦИЯ
Будет ли приватная трансляция отображаться на личной странице (канале) пользователя и в разделе RUTUBE «Все трансляции»?,ТРАНСЛЯЦИЯ
Можно ли эмбедировать (встраивать) трансляции на сторонние сайты?,ВИДЕО
Можно ли эмбедировать (встраивать) приватные трансляции на сторонние сайты?,ВИДЕО
Рекомендации к потоку трансляции на RUTUBE,ТРАНСЛЯЦИЯ
С какой кадровой частотой могут идти трансляции на RUTUBE?,ТРАНСЛЯЦИЯ
"Можно ли вести трансляции на RUTUBE, если подать поток в 60 FPS?",ТРАНСЛЯЦИЯ
"Если в трансляцию подать поток 60 FPS, то сохранится ли запись трансляции с этой кадровой частотой?",ТРАНСЛЯЦИЯ
Можно ли стримить на RUTUBE фильмы и сериалы?,МОДЕРАЦИЯ
Можно ли на RUTUBE стримить музыку?,МОДЕРАЦИЯ
Можно ли выпивать на стримах (в пределах разумного) и можно ли вейпить?,МОДЕРАЦИЯ
Как присвоить трансляции (стриму) категорию 18+?,ТРАНСЛЯЦИЯ
Для каких трансляций необходима маркировка 18+?,МОДЕРАЦИЯ
Как продвигаются стримы?,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА
Как создать трансляцию?,ТРАНСЛЯЦИЯ
Можно ли запускать приватные трансляции на RUTUBE?,ТРАНСЛЯЦИЯ
Как запустить приватную трансляцию?,ТРАНСЛЯЦИЯ
Сохранится ли приватная трансляция?,ТРАНСЛЯЦИЯ
Сколько может длиться трансляция (стрима)?,ТРАНСЛЯЦИЯ
Есть ли ограничения на перемотку трансляций (стримов)?,ТРАНСЛЯЦИЯ
Есть ли реклама во время трансляции?,ТРАНСЛЯЦИЯ
С помощью каких программ допускается вести трансляции на RUTUBE?,ТРАНСЛЯЦИЯ
Можно ли скачать файл записи своей трансляции на RUTUBE по ее завершению?,ПРЕДЛОЖЕНИЯ
По какой ссылке доступна запись трансляции?,ТРАНСЛЯЦИЯ
Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?,ВИДЕО
Как настроить OBS Studio для проведения трансляций на RUTUBE? ,ТРАНСЛЯЦИЯ
Как настроить vMix для проведения трансляций на RUTUBE? ,ТРАНСЛЯЦИЯ
Что такое встраивание (embed) видео?,ВИДЕО
Как эмбедировать видео с RUTUBE?,ВИДЕО
Какие есть дополнительные возможности при эмбедирование видео,ВИДЕО
Какие настройки параметров можно сделать в коде вставки,ВИДЕО
"Как встроить на сайт приватное видео, доступное только по прямой ссылке?",ВИДЕО
Как мне лучше оформить свой канал?,УПРАВЛЕНИЕ АККАУНТОМ
"Какие рекомендации следует учитывать при создании обложки и заголовка для видео, чтобы повысить его привлекательность и видимость? ",ВИДЕО
Для чего нужна верификация и что она дает пользователю?,УПРАВЛЕНИЕ АККАУНТОМ
Какие пользователи могут подать на верификацию канала?,УПРАВЛЕНИЕ АККАУНТОМ
Как подать заявку на верификацию канала?,УПРАВЛЕНИЕ АККАУНТОМ
Кто может получить верификацию?,УПРАВЛЕНИЕ АККАУНТОМ
Может ли физическое лицо получить статус?,УПРАВЛЕНИЕ АККАУНТОМ
Как поменять URL своего RUTUBE канала?,УПРАВЛЕНИЕ АККАУНТОМ
Сколько времени занимает рассмотрение заявки на верификацию канала?,УПРАВЛЕНИЕ АККАУНТОМ
Кто рассматривает заявку на получение статуса?,УПРАВЛЕНИЕ АККАУНТОМ
Обязательна ли верификация канала для подключения к монетизации?,МОНЕТИЗАЦИЯ
"Что делать, если заявку не одобрили?",УПРАВЛЕНИЕ АККАУНТОМ
Моя заявка находится длительное время без ответа. Что делать?,УПРАВЛЕНИЕ АККАУНТОМ
Что такое Монетизация на RUTUBE?,МОНЕТИЗАЦИЯ
С какого возраста доступна монетизация?,МОНЕТИЗАЦИЯ
"Могу ли я подключиться к партнёрской программе, если я не резидент РФ?",ПРЕДЛОЖЕНИЯ
"Как подключить монетизацию, если я физлицо?",ПРЕДЛОЖЕНИЯ
Какие документы нужны для заявки на монетизацию?,МОНЕТИЗАЦИЯ
Обязательна ли верификация канала для подключения к монетизации?,МОНЕТИЗАЦИЯ
"Что делать, если заявку не одобрили?",УПРАВЛЕНИЕ АККАУНТОМ
Моя заявка находится длительное время без ответа. Что делать?,УПРАВЛЕНИЕ АККАУНТОМ
Что такое Монетизация на RUTUBE?,МОНЕТИЗАЦИЯ
С какого возраста доступна монетизация?,МОНЕТИЗАЦИЯ
"Могу ли я подключиться к партнёрской программе, если я не резидент РФ?",ПРЕДЛОЖЕНИЯ
"Как подключить монетизацию, если я физлицо?",ПРЕДЛОЖЕНИЯ
Какие документы нужны для заявки на монетизацию?,МОНЕТИЗАЦИЯ
Обязательна ли верификация канала для подключения к монетизации?,МОНЕТИЗАЦИЯ
Как долго рассматривается заявка на монетизацию? ,МОНЕТИЗАЦИЯ
Можно ли создать несколько каналов и монетизировать их?,МОНЕТИЗАЦИЯ
Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?,МОНЕТИЗАЦИЯ
Могу ли я оформить монетизацию моего канала на доверенное лицо?,МОНЕТИЗАЦИЯ
Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?,ПРЕДЛОЖЕНИЯ
"Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?",МОНЕТИЗАЦИЯ
Монетизируется ли контент с отметкой 18+?,МОНЕТИЗАЦИЯ
"Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?",МОНЕТИЗАЦИЯ
Монетизация подключена. С какого момента будет рассчитываться вознаграждение? ,МОНЕТИЗАЦИЯ
"Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?",МОНЕТИЗАЦИЯ
Почему заявка может быть отклонена?,МОНЕТИЗАЦИЯ
Сколько времени дается на исправление нарушений на канале?,МОНЕТИЗАЦИЯ
Как долго рассматривается повторная заявка на монетизацию?,МОНЕТИЗАЦИЯ
Где посмотреть подробную аналитику по монетизации моего канала и информацию о начислениях?,МОНЕТИЗАЦИЯ
Как формируется вознаграждение за монетизацию?,МОНЕТИЗАЦИЯ
Как мне вывести средства с баланса в личном кабинете?,МОНЕТИЗАЦИЯ
Как часто обновляются данные по монетизации?,МОНЕТИЗАЦИЯ
Можно ли отключить рекламу в видео?,МОНЕТИЗАЦИЯ
Куда я могу отправить уведомление об исключительности прав?,МОНЕТИЗАЦИЯ
Что такое модерация на RUTUBE?,МОДЕРАЦИЯ
Что проверяют при модерации?,МОДЕРАЦИЯ
Кем осуществляется модерация в RUTUBE?,МОДЕРАЦИЯ
Сколько по времени длится модерация?,МОДЕРАЦИЯ
Что значит «Ваше видео отклонено»?,МОДЕРАЦИЯ
"Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)",МОДЕРАЦИЯ
Зачем нужна регистрация на RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
Что нужно для регистрации на RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
Что такое подтверждение e-mail?,УПРАВЛЕНИЕ АККАУНТОМ
"Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло",УПРАВЛЕНИЕ АККАУНТОМ
Как сменить пароль?,УПРАВЛЕНИЕ АККАУНТОМ
Как восстановить пароль?,УПРАВЛЕНИЕ АККАУНТОМ
"Забыл свой пароль, а письмо для его восстановления не приходит на почту",УПРАВЛЕНИЕ АККАУНТОМ
"Что делать, если у меня уже нет доступа к ранее указанному адресу электронной почты?",УПРАВЛЕНИЕ АККАУНТОМ
Как изменить привязанный к аккаунту номер телефона?,УПРАВЛЕНИЕ АККАУНТОМ
"Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?",УПРАВЛЕНИЕ АККАУНТОМ
Я хочу удалить свой аккаунт. Как это сделать?,УПРАВЛЕНИЕ АККАУНТОМ
"Я удалил свой аккаунт, а теперь хочу восстановить его. Как это сделать?",УПРАВЛЕНИЕ АККАУНТОМ
"Я не могу войти на сайт, мой аккаунт заблокирован",МОДЕРАЦИЯ
"Могу ли я зарегистрироваться на RUTUBE, если я не из России?",УПРАВЛЕНИЕ АККАУНТОМ
Что такое личный канал на RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
Как завести канал на RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
Как изменить название моего канала на RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
Что такое Студия RUTUBE?,УПРАВЛЕНИЕ АККАУНТОМ
Как мне получать донаты за публикации?,БЛАГОТВОРИТЕЛЬНОСТЬ ДОНАТЫ
Как включить функцию «Поддержать автора»?,БЛАГОТВОРИТЕЛЬНОСТЬ ДОНАТЫ
На какой сервис можно добавить ссылку?,БЛАГОТВОРИТЕЛЬНОСТЬ ДОНАТЫ
Как получить ссылку в этих сервисах?,БЛАГОТВОРИТЕЛЬНОСТЬ ДОНАТЫ
Кто такой пользователь и как им стать?,УПРАВЛЕНИЕ АККАУНТОМ
Кто такой автор/блогер и как им стать?,УПРАВЛЕНИЕ АККАУНТОМ
Кто такой правообладатель и как им стать?,ОТСУТСТВУЕТ
Что такое трансляции (стримы) на RUTUBE?,ТРАНСЛЯЦИЯ
Что я могу и что не могу делать во время стрима?,МОДЕРАЦИЯ
Рекомендации к потоку трансляции,ТРАНСЛЯЦИЯ
Как создать трансляцию?,ТРАНСЛЯЦИЯ
Как запустить приватную трансляцию?,ТРАНСЛЯЦИЯ
Зачем нужно подтверждать номер телефона?,ТРАНСЛЯЦИЯ
Как проходит подтверждение номера телефона?,ТРАНСЛЯЦИЯ
Зачем нужен заголовок и описание для прямого эфира?,ТРАНСЛЯЦИЯ
Что такое обложка трансляции?,ТРАНСЛЯЦИЯ
Что такое онлайн-чат и как им управлять?,ТРАНСЛЯЦИЯ
Что произойдет с моей трансляцией после ее окончания?,ТРАНСЛЯЦИЯ
Сохраняется ли приватная трансляция?,ТРАНСЛЯЦИЯ
Могу ли я удалить запись трансляции после ее окончания?,ТРАНСЛЯЦИЯ
Могу ли я скачать копию моей трансляции?,ТРАНСЛЯЦИЯ
Как загрузить видеоролик на сайт?,ВИДЕО
Какие технические требования предъявляются к загружаемым видеороликам?,ВИДЕО
При загрузке ролика возникает ошибка,ВИДЕО
У моего ролика рассинхрон (не совпадают звук и видео). Что делать?,ВИДЕО
"Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.",ВИДЕО
Не воспроизводится видео — появляется ошибка,ВИДЕО
Не могу посмотреть ролик в хорошем качестве,ВИДЕО
Как размещать ролики на главной странице RUTUBE?,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА
Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?,МОДЕРАЦИЯ
Какую категорию выбрать для видео?,ВИДЕО
Почему изменена категория у моего видеоролика?,МОДЕРАЦИЯ
Как включить субтитры в видео?,ВИДЕО
Какие субтитры используются в RUTUBE?,ОТСУТСТВУЕТ
Что такое автоматические субтитры?,ВИДЕО
Правила размещения субтитров,ВИДЕО
Доступны ли субтитры во время трансляций?,ПРЕДЛОЖЕНИЯ
Доступны ли субтитры в записи трансляций?,ПРЕДЛОЖЕНИЯ
Могу ли я скачать видеоролик с RUTUBE на свой компьютер?,ОТСУТСТВУЕТ
Как изменить мой ролик?,ВИДЕО
На моем видеоролике стоит значок «18+». Что это значит и как это убрать?,МОДЕРАЦИЯ
Как удалить мой видеоролик?,УПРАВЛЕНИЕ АККАУНТОМ
В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?,УПРАВЛЕНИЕ АККАУНТОМ
Что дает платная подписка? Как оформить?,УПРАВЛЕНИЕ АККАУНТОМ
"С меня сняли деньги за подписку, хотя я ее не продлевал.",УПРАВЛЕНИЕ АККАУНТОМ
"Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.",МОДЕРАЦИЯ
"Это мой ролик, я не давал разрешение на его публикацию.",МОДЕРАЦИЯ
"Что делать, если мой браузер устарел?",ОТСУТСТВУЕТ
Какие технические требования предъявляются к загружаемым видеороликам?,ВИДЕО
Какие требования к обложке видео?,ВИДЕО
Сколько видео можно загружать одновременно?,ВИДЕО
Могу ли я загружать вертикальные видео?,ВИДЕО
Можно ли загружать панорамные видео в формате 360°?,ВИДЕО
Сколько плейлистов можно создать на канале?,ВИДЕО
Сколько видео можно добавить в один плейлист?,ВИДЕО
Можно ли включить отложенную публикацию видео?,ВИДЕО
Какое минимальное время может быть между отложенными публикациями?,ВИДЕО
Как изменить дату отложенной публикации?,ВИДЕО
Как изменить мой ролик?,ВИДЕО
На моем видео стоит значок «18+». Что это значит и как это убрать?,МОДЕРАЦИЯ
Можно ли скачать видео с RUTUBE?,ОТСУТСТВУЕТ
Как закрепить видео на канале?,УПРАВЛЕНИЕ АККАУНТОМ
В каком порядке публикуются и отображаются видео на канале?,ВИДЕО
Как изменить порядок видео на канале?,УПРАВЛЕНИЕ АККАУНТОМ
Можно ли загружать видео на RUTUBE с YouTube?,ВИДЕО
Можно ли перенести видео с YouTube на RUTUBE-канал?,ВИДЕО
При загрузке видео возникает ошибка. Что делать?,ВИДЕО
У моего ролика рассинхрон — не совпадают звук и видео. Что делать?,ВИДЕО
"Не получается загрузить видео — появляется окно с просьбой подтвердить почту, но она уже подтверждена.",ВИДЕО
Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ,ПОИСК
"Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?",МОДЕРАЦИЯ
Какую категорию выбрать для видео?,ВИДЕО
Почему изменилась категория у моего видео?,МОДЕРАЦИЯ
Как удалить видео?,ВИДЕО
Как добавить тайм-коды под видео?,ВИДЕО
В каком формате нужно добавлять тайм-коды под видео?,ВИДЕО
